7	3	4	0	67	19.0	2.0
7	3	4	1	62	19.0	2.0
8	3	4	3	43	21.0	1.0
8	3	4	2	62	21.0	1.0
8	3	4	0	71	21.0	1.0
8	3	4	1	67	21.0	1.0
8	3	4	11	67	21.0	1.0
8	3	4	11	64	21.0	1.0
9	3	4	3	43	22.0	1.0
9	3	4	2	62	22.0	1.0
9	3	4	1	67	22.0	0.5
9	3	4	0	71	22.0	1.0
9	3	4	1	66	22.5	0.5
9	3	4	3	45	23.0	1.0
9	3	4	2	60	23.0	1.0
9	3	4	0	72	23.0	1.0
9	3	4	1	64	23.0	0.5
9	3	4	1	66	23.5	0.5
9	3	4	0	74	24.0	1.0
9	3	4	1	67	24.0	1.0
9	3	4	3	47	24.0	1.0
9	3	4	2	59	24.0	0.5
9	3	4	2	57	24.5	0.5
10	3	4	2	59	25.0	0.5
10	3	4	3	47	25.0	1.5
10	3	4	1	67	25.0	0.5
10	3	4	0	74	25.0	1.5
10	3	4	2	60	25.5	0.5
10	3	4	1	69	25.5	0.5
10	3	4	2	62	26.0	1.0
10	3	4	1	67	26.0	0.5
10	3	4	0	72	26.5	0.5
10	3	4	3	45	26.5	0.5
10	3	4	1	66	26.5	0.5
10	3	4	2	62	27.0	1.0
10	3	4	3	43	27.0	1.0
10	3	4	0	71	27.0	1.0
10	3	4	1	67	27.0	1.0
11	3	4	1	66	28.0	2.0
11	3	4	3	50	28.0	2.0
11	3	4	2	62	28.0	2.0
11	3	4	0	69	28.0	2.0
11	3	4	0	67	30.0	1.0
11	3	4	3	52	30.0	1.0
11	3	4	1	64	30.0	1.0
11	3	4	2	59	30.0	1.0
12	3	4	2	55	31.0	1.0
12	3	4	3	52	31.0	1.0
12	3	4	1	64	31.0	1.0
12	3	4	0	71	31.0	2.0
12	3	4	3	50	32.0	1.0
12	3	4	2	59	32.0	1.0
12	3	4	1	66	32.0	0.5
12	3	4	1	67	32.5	0.5
12	3	4	3	48	33.0	1.0
12	3	4	2	64	33.0	1.0
12	3	4	0	72	33.0	1.0
12	3	4	1	69	33.0	1.0
13	3	4	1	69	34.0	1.0
13	3	4	0	74	34.0	2.0
13	3	4	2	62	34.0	2.0
13	3	4	3	47	34.0	1.5
13	3	4	1	67	35.0	1.5
13	3	4	3	48	35.5	0.5
13	3	4	0	72	36.0	1.0
13	3	4	3	50	36.0	1.0
13	3	4	2	62	36.0	1.0
13	3	4	1	66	36.5	0.5
14	3	4	3	43	37.0	0.5
14	3	4	0	71	37.0	3.0
14	3	4	1	67	37.0	2.0
14	3	4	2	62	37.0	3.0
14	3	4	3	45	37.5	0.5
14	3	4	3	47	38.0	1.0
14	3	4	1	65	39.0	1.0
14	3	4	3	43	39.0	1.0
15	3	4	2	60	40.0	2.0
15	3	4	0	67	40.0	2.0
15	3	4	1	64	40.0	2.0
15	3	4	3	48	40.0	2.0
15	3	4	3	43	42.0	1.0
15	3	4	2	62	42.0	1.0
15	3	4	0	71	42.0	1.0
15	3	4	1	67	42.0	1.0
16	3	4	3	42	43.0	1.0
16	3	4	1	69	43.0	1.5
16	3	4	2	62	43.0	0.5
16	3	4	0	74	43.0	2.0
16	3	4	2	60	43.5	0.5
16	3	4	3	43	44.0	1.0
16	3	4	2	59	44.0	1.0
16	3	4	1	67	44.5	0.5
16	3	4	3	45	45.0	1.0
16	3	4	0	72	45.0	1.0
16	3	4	1	66	45.0	1.0
16	3	4	2	60	45.0	1.0
17	3	4	3	47	46.0	1.0
17	3	4	2	62	46.0	2.0
17	3	4	0	71	46.0	2.0
17	3	4	1	67	46.0	2.0
17	3	4	3	43	47.0	1.0
17	3	4	1	66	48.0	1.0
17	3	4	2	62	48.0	0.5
17	3	4	3	50	48.0	1.0
17	3	4	0	69	48.0	1.0
17	3	4	2	60	48.5	0.5
18	3	4	1	66	49.0	0.5
18	3	4	0	67	49.0	1.5
18	3	4	3	52	49.0	0.5
18	3	4	2	59	49.0	1.0
18	3	4	1	64	49.5	0.5
18	3	4	3	50	49.5	0.5
18	3	4	2	60	50.0	1.0
18	3	4	1	64	50.0	0.5
18	3	4	3	48	50.0	0.5
18	3	4	3	47	50.5	0.5
18	3	4	0	69	50.5	0.5
18	3	4	1	66	50.5	0.5
18	3	4	0	71	51.0	1.0
18	3	4	2	62	51.0	1.0
18	3	4	1	67	51.0	1.0
18	3	4	3	45	51.0	0.5
18	3	4	3	43	51.5	0.5
19	3	4	0	69	52.0	2.0
19	3	4	3	50	52.0	2.0
19	3	4	1	66	52.0	2.0
19	3	4	2	62	52.0	2.0
19	3	4	1	67	54.0	1.0
19	3	4	2	62	54.0	1.0
19	3	4	3	55	54.0	1.0
19	3	4	0	71	54.0	1.0
20	3	4	0	74	55.0	2.0
20	3	4	1	69	55.0	2.0
20	3	4	2	62	55.0	2.0
20	3	4	3	55	55.0	1.0
20	3	4	3	54	56.0	1.0
20	3	4	2	64	57.0	1.0
20	3	4	3	52	57.0	1.0
20	3	4	1	67	57.0	0.5
20	3	4	0	72	57.0	1.0
20	3	4	1	66	57.5	0.5
21	3	4	1	67	58.0	2.0
21	3	4	3	52	58.0	0.5
21	3	4	2	64	58.0	2.0
21	3	4	0	71	58.0	1.0
21	3	4	3	50	58.5	0.5
21	3	4	0	69	59.0	2.0
21	3	4	3	48	59.0	1.0
21	3	4	3	50	60.0	1.0
21	3	4	2	62	60.0	0.5
21	3	4	1	66	60.0	1.0
21	3	4	2	60	60.5	0.5
22	3	4	2	59	61.0	2.0
22	3	4	3	43	61.0	2.0
22	3	4	0	67	61.0	2.0
22	3	4	1	62	61.0	2.0
